2,0.00000000,0.00059841
3,0.00000000,0.00209699
4,0.00000000,0.00498748
5,0.00000000,0.01016915
6,0.00019948,0.01805501
7,0.00049788,0.02988999
8,0.00399997,0.04783985
9,0.00907287,0.07128180
10,0.05834394,0.10402474
11,0.09444813,0.13395106
12,0.41720872,0.18869815
13,4.91002615,0.24471439
14,3.57557507,0.31735118
15,181.29424475,0.42695522
